source_id,source_collection,source_file,dataset_split,short_title,short_title_inferred,long_title,bibliographic_description,author_original,author_scraped,author_manual,author_resolved,author_normalized,author_normalized_inferred,author_likely_identical_shared,year_original,year_scraped,year_manual,year_resolved,year_normalized,decade,century,publisher_original,publisher_scraped,publisher_manual,publisher_resolved,publisher_normalized,publisher_normalized_inferred,publisher_likely_identical_shared,place_original,place_scraped,place_manual,place_resolved,place_normalized,place_normalized_inferred,language_original,language_normalized,language_inferred,short_title_likely_identical_shared,likely_identical_notes,normalization_notes_inferred,url,signature,signature_link,scraped_ppn,scrape_status,page_numbers_included,pages_included_count,pdf_total_pages,comments,metadata_completeness
24-1-med,HAB,hab-dataset-img-metadata,,Hermetischer Probier Stein,Hermetischer Probier Stein,Hermetischer Probier Stein. Darauff nicht allein alle und jede in deß Oswaldi Grollii intitulirten Alchymistischen Königlichen Kleynod befindliche process und Chymische Artzneyen examiniret und auff die Prob gesetzet/ sondern dieselbe auch mit unterschiedlichen andern schönen und nützlichen durch selbst eygnen Handgriff und tägliche Erfahrung approbirten Artzneyen vor diesem in Lateinischer Sprach vermehret und verbessert worden. Darauff nicht allein alle und jede in deß Oswaldi Grollii intitulirten Alchymistischen Königlichen Kleynod befindliche process und Chymische Artzneyen examiniret und auff die Prob gesetzet/ sondern dieselbe auch mit unterschiedlichen andern schönen und nützlichen durch selbst eygnen Handgriff und tägliche Erfahrung approbirten Artzneyen vor diesem in Lateinischer Sprach vermehret und verbessert worden. Darauff nicht allein alle und jede in deß Oswaldi Grollii intitulirten Alchymistischen Königlichen Kleynod befindliche process und Chymische Artzneyen examiniret und auff die Prob gesetzet/ sondern dieselbe auch mit unterschiedlichen andern schönen und nützlichen durch selbst eygnen Handgriff und tägliche Erfahrung approbirten Artzneyen vor diesem in Lateinischer Sprach vermehret und verbessert worden,"Croll, Oswald [u. a.]: Hermetischer Probier Stein","Croll, Oswald [u. a.]","Croll, Oswald; [u.a.]",,"Croll, Oswald",Oswald Croll,Oswald Croll,,,1647,,1647,1647,1640s,17th c.,Hermetischer,Schönwetter; [u.a.],,Schönwetter,Schönwetter,Matthäus Schönwetter,Matthäus Schönwetter,,Franckfurt am Mayn; [u.a.],,Franckfurt am Mayn,Frankfurt am Main,Frankfurt am Main,,uncertain,uncertain,,"publisher variant in dataset: Matthäus Schönwetter, Schonwetterus",publisher normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/24-1-med/start.htm,24-1-med,http://diglib.hab.de/drucke/24-1-med/start.htm,535631162,ok,"5, 491, 492",3,,,complete
xb-3534,HAB,hab-dataset-img-metadata,,Osualdi Crolli Veterani Hassi Basilica Chymica,Osualdi Crolli Veterani Hassi Basilica Chymica,"Osualdi Crolli Veterani Hassi Basilica Chymica. Cum Notis Hartmanni, Et praxi Chymiatrica ; Philosophicam propriâ laborum experientiâ consu matam descriptionem & usum Remediorum Chymicorum Selectissimorum .... Cum Notis Hartmanni, Et praxi Chymiatrica ; Philosophicam propriâ laborum experientiâ consu matam descriptionem & usum Remediorum Chymicorum Selectissimorum ...","Croll, Oswald: Osualdi Crolli Veterani Hassi Basilica Chymica","Croll, Oswald","Croll, Oswald; [u.a.]",,"Croll, Oswald",Oswald Croll,Oswald Croll,,,1647,,1647,1647,1640s,17th c.,Osualdi,Schonwetterus; [u.a.],,Schonwetterus,Schonwetterus,Matthäus Schönwetter,Matthäus Schönwetter,,Francofurti; [u.a.],,Francofurti,Frankfurt am Main,Frankfurt am Main,,Latin,Latin,Basilica chymica,"publisher variant in dataset: Matthäus Schönwetter, Schonwetterus; short-title/work variant grouped with cognate edition/translation",publisher normalisation suggested; title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/xb-3534/start.htm,xb-3534,http://diglib.hab.de/drucke/xb-3534/start.htm,536717818,ok,9,1,,,complete
Aldrovandi1648-Musaeum,CHR2023,CHR2023-corpus-eval,eval,Aldrovandi Musaeum Metallicum,Vlyssis Aldrovandi Patricii Bononiensis Mvsaevm Metallicvm In Libro IIII Distribvtvm Bartholomævs Ambrosinvs,Vlyssis Aldrovandi Patricii Bononiensis Mvsaevm Metallicvm In Libro IIII Distribvtvm Bartholomævs Ambrosinvs ... cum Indice copiosissimo Marcvs Antonivs Bernia proprijs impensis in lucem edidit Ad Serenissimvm Ranvtivm II. Farnesivm Parmæ Placentiæ Et C. Dvcem VI.,,"Aldrovandi, Ulisse",,,"Aldrovandi, Ulisse",Ulisse Aldrovandi,Ulisse Aldrovandi,,1648,,,1648,1648,1640s,17th c., Joan. Bapt. Ferronij,,,Joan. Bapt. Ferronij,Joan. Bapt. Ferronij,Giovanni Battista Ferroni,,Bononiae / Bologna,,,Bononiae / Bologna,Bologna,Bologna,LAT,Latin,uncertain,,,publisher normalisation suggested; short title inferred from opening segment, http://data.onb.ac.at/rep/10B29761 ,,,,,,,1011,"hat Bilder v.a. Von Metallen und Mineralen wie man sie findet, könnte als Test funktionieren",complete
Agricola1657-DeReMetallica,CHR2023,CHR2023-corpus-train,train,De Re Metallica,De Re Metallica Libri XII,"De Re Metallica Libri XII. Quibus Officia, Instrumenta, Machinæ, Ac Omnia Denique Ad Metallicam Spectantia, Non Modo Luculentissime describuntur; fed & per effigies, suis locis insertas, adjunctis Latinis, Germanicisque appellatonibus, ita ob oculos ponuntur, ut clariùs tradi non possint ; Quibus accesserunt hâc ultimâ editione, Tractatus ejusdem argumenti, ab eodem conscripti, sequentes. De Animantibus Subterraneis. Lib. I. De Ortu & Causis Subterraneorum. Lib. V. De Natura eorum quæ effluunt ex Terra. Lib. IV. De Natura Fossilium. Lib. X. De Veteribus & Novis Metallis. Lib. II. Bermannus sive de Re Metallica, Dialogus. Lib. I. ; Cum Indicibus diversis, quicquid in Opere tractatum est, pulchrè demonstrantibus",,"Agricola, Georg",,,"Agricola, Georg",Georg Agricola,Georg Agricola,,1657,,,1657,1657,1650s,17th c.,"König, Emanuel",,,"König, Emanuel","König, Emanuel","König, Emanuel",, Basileæ / Basel,,,Basileæ / Basel,Basel,Basel,LAT,Latin,Latin,De re metallica / Vom Bergkwerck,short-title/work variant grouped with cognate edition/translation,short title inferred from opening segment, http://data.onb.ac.at/rep/10B29680 ,,,,,,,829,"Bergwerksszenen, tendenziell komplexere Szenen statt Einzelobjekten, vieles ist sicherlich nicht direkt alchemisch, aber irgendwie related",complete
96-1-phys,HAB,hab-dataset-img-metadata,,Les Elemens De Chymie De M,Les Elemens De Chymie De M,Les Elemens De Chymie De M. Iean Begvin Aumosnier du Roy,,,"Béguin, Jean",,"Béguin, Jean",Jean Béguin,Jean Béguin,,,1658,,1658,1658,1650s,17th c.,,Rigaud & Michalet,,Rigaud & Michalet,Rigaud & Michalet,Rigaud & Michalet,,,Lyon,,Lyon,Lyon,Lyon,,French,French,,,,http://diglib.hab.de/drucke/96-1-phys/start.htm,96-1-phys,http://diglib.hab.de/drucke/96-1-phys/start.htm,825506379,ok,"91, 93, 96",3,,,complete
xb-7748,HAB,hab-dataset-img-metadata,,Aperta Arca Arcani Artificiossimi Das ist: Eröffneter und offenstehender Kasten der allergrösten und künstlichsten Geheimnüssen der Natur/ des Grossen und Kleinen Bauers,Aperta Arca Arcani Artificiossimi Das ist: Eröffneter und offenstehender Kasten der allergrösten und künstlichsten Geheimnüssen der Natur/ des Grossen und Kleinen Bauers,"Aperta Arca Arcani Artificiossimi Das ist: Eröffneter und offenstehender Kasten der allergrösten und künstlichsten Geheimnüssen der Natur/ des Grossen und Kleinen Bauers. Beneben der rechten und warhafftigen Physica Naturali Rotunda, durch eine Visionem Chymicam Cabalisticam gantz verständlich beschrieben. Beneben der rechten und warhafftigen Physica Naturali Rotunda, durch eine Visionem Chymicam Cabalisticam gantz verständlich beschrieben",,,"Grasshoff, Johann",,"Grasshoff, Johann",Johann Grasshoff,Johann Grasshoff,,,1658,,1658,1658,1650s,17th c.,,Müller; [u.a.],,Müller,Müller,Müller,,,[Breslau]; [u.a.],,[Breslau],Wrocław,Breslau/Wrocław,,German,German,,,place normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/xb-7748/start.htm,xb-7748,http://diglib.hab.de/drucke/xb-7748/start.htm,860811123,ok,136,1,,,complete
xb-88-1,HAB,hab-dataset-img-metadata,,Johannis Rudolphi Glauberi Philosophi &amp; Medici Celeberrimi Opera Chymica,Johannis Rudolphi Glauberi Philosophi &amp; Medici Celeberrimi Opera Chymica,Johannis Rudolphi Glauberi Philosophi &amp; Medici Celeberrimi Opera Chymica. Bücher vnd Schrifften/ so viel deren von ihme bißhero an Tag gegeben worden; Jetzo von neuem mit Fleiß übersehen/ auch mit etlichen neuen Tractaten vermehret ... Bücher vnd Schrifften/ so viel deren von ihme bißhero an Tag gegeben worden; Jetzo von neuem mit Fleiß übersehen/ auch mit etlichen neuen Tractaten vermehret ..,,,"Glauberus, Johannes Rudolphus",,"Glauberus, Johannes Rudolphus",Johannes Rudolphus Glauberus,Johann Rudolph Glauber,Johann Rudolph Glauber,,1658,,1658,1658,1650s,17th c.,,Götze,,Götze,Götze,Götze,,,Franckfurt am Mäyn,,Franckfurt am Mäyn,Frankfurt am Main,Frankfurt am Main,,German + Latin,German + Latin,,"author variant in dataset: Johann Rudolph Glauber, Johannes Rudolphus Glauberus",author normalisation/attribution suggested; title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/xb-88-1/start.htm,xb-88-1,http://diglib.hab.de/drucke/xb-88-1/start.htm,539980811,ok,"235, 259, 277",3,,,complete
Kircher1665-MundusI,CHR2023,CHR2023-corpus-eval,eval,Mundus subterraneus 1,Mundus subterraneus in XII,Mundus subterraneus in XII. libros. digestus. Tom. 1,,"Kircher, Athanasius",,,"Kircher, Athanasius",Athanasius Kircher,Athanasius Kircher,Athanasius Kircher,1665,,,1665,1665,1660s,17th c.,Janssonius & Weyerstraten,,,Janssonius & Weyerstraten,Janssonius & Weyerstraten,Janssonius & Weyerstraten,Janssonius / Waesberge / Weyerstraet imprint,Amstelodami / Amsterdam,,,Amstelodami / Amsterdam,Amsterdam,Amsterdam,LAT,Latin,uncertain,Mundus subterraneus,"author variant in dataset: Athanasius Kircher, Athanasius Kircherus; publisher variant in dataset: Janssonius & Weyerstraten, Janssonius à Waesberge et Weyerstraet; short-title/work variant grouped with cognate edition/translation",,http://data.onb.ac.at/rep/1047DA01,,,,,,,445,"Enzyklopädisches Werk, in Abschnitt 2 einige Laborgeräte",complete
Kircher1665-MundusII,CHR2023,CHR2023-corpus-eval,eval,Mundus subterraneus 2,Mundus subterraneus in XII,Mundus subterraneus in XII. libros. digestus. Tom. 2,,"Kircher, Athanasius",,,"Kircher, Athanasius",Athanasius Kircher,Athanasius Kircher,Athanasius Kircher,1665,,,1665,1665,1660s,17th c.,Janssonius & Weyerstraten,,,Janssonius & Weyerstraten,Janssonius & Weyerstraten,Janssonius & Weyerstraten,Janssonius / Waesberge / Weyerstraet imprint,Amstelodami / Amsterdam,,,Amstelodami / Amsterdam,Amsterdam,Amsterdam,LAT,Latin,uncertain,Mundus subterraneus,"author variant in dataset: Athanasius Kircher, Athanasius Kircherus; publisher variant in dataset: Janssonius & Weyerstraten, Janssonius à Waesberge et Weyerstraet; short-title/work variant grouped with cognate edition/translation",, http://data.onb.ac.at/rep/1047D9FF,,,,,,,548,"Enzyklopädisches Werk, in Abschnitt 2 einige Laborgeräte, scheint Band 2 zu sein, hier mehr Laborgeräte",complete
na-2f-3-1,HAB,hab-dataset-img-metadata,,Athanasii Kircheri E Soc,Athanasii Kircheri E Soc,"Athanasii Kircheri E Soc. Jesu Mundus Subterraneus. In XII Libros digestus; Qvo Divinum Subterrestris Mundi Opificium, mira Ergasteriorum Naturæ in eo distributio, verbo pantamorphon Protei Regnum, Universæ denique Naturæ Majestas & divitiæ summa rerum varietate exponuntur. Abditorum effectuum causæ acri indagine inquisitæ demonstrantur; cognitæ per Artis & Naturæ conjugium ad humanæ vitæ necessarium usum vario experimentorum apparatu, necnon novo modo, & ratione applicantur. In XII Libros digestus; Qvo Divinum Subterrestris Mundi Opificium, mira Ergasteriorum Naturæ in eo distributio, verbo pantamorphon Protei Regnum, Universæ denique Naturæ Majestas & divitiæ summa rerum varietate exponuntur. Abditorum effectuum causæ acri indagine inquisitæ demonstrantur; cognitæ per Artis & Naturæ conjugium ad humanæ vitæ necessarium usum vario experimentorum apparatu, necnon novo modo, & ratione applicantur",,,"Kircherus, Athanasius",,"Kircherus, Athanasius",Athanasius Kircherus,Athanasius Kircher,Athanasius Kircher,,1665,,1665,1665,1660s,17th c.,,Janssonius & Weyerstraten,,Janssonius & Weyerstraten,Janssonius & Weyerstraten,Janssonius & Weyerstraten,Janssonius / Waesberge / Weyerstraet imprint,,Amstelodami,,Amstelodami,Amsterdam,Amsterdam,,uncertain,uncertain,Mundus subterraneus,"author variant in dataset: Athanasius Kircher, Athanasius Kircherus; publisher variant in dataset: Janssonius & Weyerstraten, Janssonius à Waesberge et Weyerstraet; short-title/work variant grouped with cognate edition/translation",author normalisation/attribution suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/na-2f-3-1/start.htm,na-2f-3-1,http://diglib.hab.de/drucke/na-2f-3-1/start.htm,489754511,ok,"7, 335, 339, 417",4,,,complete
na-2f-3-2,HAB,hab-dataset-img-metadata,,Athanasii Kicheri E Soc,Athanasii Kicheri E Soc,"Athanasii Kicheri E Soc. Iesu Mundi Subterranei Tomus II.us. In V. Libros Digestus Quibus Mundi Subterranaei fructus exponuntur, et quidquid tandem rarum, insolitum, et portentosum in foecundo Naturæ utero continetur, ante oculos ponitur curiosi Lectoris",,,"Kircherus, Athanasius",,"Kircherus, Athanasius",Athanasius Kircherus,Athanasius Kircher,Athanasius Kircher,,1665,,1665,1665,1660s,17th c.,,Janssonius à Waesberge et Weyerstraet,,Janssonius à Waesberge et Weyerstraet,Janssonius à Waesberge et Weyerstraet,Janssonius à Waesberge et Weyerstraet,Janssonius / Waesberge / Weyerstraet imprint,,Amstelodami,,Amstelodami,Amsterdam,Amsterdam,,Latin,Latin,Mundus subterraneus,"author variant in dataset: Athanasius Kircher, Athanasius Kircherus; publisher variant in dataset: Janssonius & Weyerstraten, Janssonius à Waesberge et Weyerstraet; short-title/work variant grouped with cognate edition/translation",author normalisation/attribution suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/na-2f-3-2/start.htm,na-2f-3-2,http://diglib.hab.de/drucke/na-2f-3-2/start.htm,489754627,ok,"199, 454, 457, 458, 462, 525",6,,,complete
Biringuccio1678-Pirotechnia,CHR2023,CHR2023-corpus-train,train,Pirotechnia ,"Pirotechnia del Signor Vannuccio Biringuccio Senese, nella quale si tratta non solo della diversita delle minere","Pirotechnia del Signor Vannuccio Biringuccio Senese, nella quale si tratta non solo della diversita delle minere ...",,"Biringuccio, Vannoccio",,,"Biringuccio, Vannoccio",Vannoccio Biringuccio,Vannoccio Biringuccio,,1678,,,1678,1678,1670s,17th c.,Longhi,,,Longhi,Longhi,Longhi,,Bologna / Bologna ,,,Bologna / Bologna,Bologna,Bologna,IT,Italian,Italian,Pirotechnia,short-title/work variant grouped with cognate edition/translation,title contains OCR/line-break artefacts,http://data.onb.ac.at/rep/106F01F6 ,,,,,,,673,"eher Labor- & Arbeitssituationen, aber auch Öfen ",complete
od-215,HAB,hab-dataset-img-metadata,,"Johannis Kunckelii, Churfürstl","Johannis Kunckelii, Churfürstl","Johannis Kunckelii, Churfürstl. Brandenb. würcklich bestallt-geheimden Cammer-Dieners/ Ars Vitraria Experimentalis, Oder Vollkommene Glasmacher-Kunst/ Lehrende/ als in einem/ aus unbetrüglicher Erfahrung herfliessendem Commentario, über die von dergleichen Arbeit beschriebenen Sieben Bücher P. Anthonii Neri, von Florentz/ und denen darüber gethanen gelehrten Anmerckungen Christophori Merretti, M.D. & Societ. Reg. Brittann. Socii, (so aus den Jtal. und Latein. beyde mit Fleiß ins Hochdeutsche übersetzt) .... Samt einem II. Haupt-Theil/ so in drey unterschiedenen Büchern/ und mehr als 200. Experimenten bestehet/ darinnen vom Glasmahlen/ Vergulden und Brennen; Vom Holländischen Kunst- und Barcellan-Töpfferwerck, ... gelehret werden/ mit einem Anhange von denen Perlen und fast allen natürlichen Edelsteinen; ...",,,"Kunckelius, Johannes",,"Kunckelius, Johannes",Johannes Kunckelius,Johannes Kunckelius,Johann Kunckel,,1679,,1679,1679,1670s,17th c.,,Autor; [u.a.],,Autor,Autor,Autor,,,Leipzig; [u.a.],,Leipzig,Leipzig,Leipzig,,German,German,Ars vitraria experimentalis,"author variant in dataset: Johann Kunckel, Johannes Kunckelius",short title inferred from opening segment,http://diglib.hab.de/drucke/od-215/start.htm,od-215,http://diglib.hab.de/drucke/od-215/start.htm,519941195,ok,"34, 84, 88",3,,,complete
xb-9206-1b,HAB,hab-dataset-img-metadata,,"Des Vortrefflichen Herren Johann Baptista Portae von Neapolis Magia Naturalis, oder Haus- Kunst- und Wunder-Buch","Des Vortrefflichen Herren Johann Baptista Portae von Neapolis Magia Naturalis, oder Haus- Kunst- und Wunder-Buch","Des Vortrefflichen Herren Johann Baptista Portae von Neapolis Magia Naturalis, oder Haus- Kunst- und Wunder-Buch. Zu erst von demselben Lateinisch beschrieben; hernach von Ihm selbst vermehret; nunmehr aber allen Liebhabern der natürlichen Wissenschafften zum besten/ ... übersetzet .... Zu erst von demselben Lateinisch beschrieben; hernach von Ihm selbst vermehret; nunmehr aber allen Liebhabern der natürlichen Wissenschafften zum besten/ ... übersetzet .... Zu erst von demselben Lateinisch beschrieben; hernach von Ihm selbst vermehret; nunmehr aber allen Liebhabern der natürlichen Wissenschafften zum besten/ ... übersetzet .... Zu erst von demselben Lateinisch beschrieben; hernach von Ihm selbst vermehret; nunmehr aber allen Liebhabern der natürlichen Wissenschafften zum besten/ ... übersetzet ...",,,"Porta, Johann Baptista; [u.a.]",,"Porta, Johann Baptista",Johann Baptista Porta,Giambattista della Porta,Giambattista della Porta,,1680,,1680,1680,1680s,17th c.,,Zieger; [u.a.],,Zieger,Zieger,Zieger,,,Nürnberg; [u.a.],,Nürnberg,Nuremberg,Nürnberg,,German,German,Magia naturalis,"author variant in dataset: Giambattista Della Porta, Giambattista della Porta; short-title/work variant grouped with cognate edition/translation",author normalisation/attribution suggested; place normalisation suggested; title contains OCR/line-break artefacts; short title inferred from opening segment,http://diglib.hab.de/drucke/xb-9206-1b/start.htm,xb-9206-1b,http://diglib.hab.de/drucke/xb-9206-1b/start.htm,091776465,ok,"687, 863",2,,,complete
xb-2146-2s,HAB,hab-dataset-img-metadata,,Lapis Mineralis Oder Die höchste Artzney/ Auß Denen Metallen und Mineralien/ Absonderlich dem Vitriolo,Lapis Mineralis Oder Die höchste Artzney/ Auß Denen Metallen und Mineralien/ Absonderlich dem Vitriolo,Lapis Mineralis Oder Die höchste Artzney/ Auß Denen Metallen und Mineralien/ Absonderlich dem Vitriolo,,,,,,,anonymous,,,1681,,1681,1681,1680s,17th c.,,Dolhopff,,Dolhopff,Dolhopff,Dolhopff,,,Straßburg,,Straßburg,Strasbourg,Strasbourg/Strassburg,,German,German,,,author normalisation/attribution suggested; place normalisation suggested,http://diglib.hab.de/drucke/xb-2146-2s/start.htm,xb-2146-2s,http://diglib.hab.de/drucke/xb-2146-2s/start.htm,860791564,ok,65,1,,,partial
xb-3832,HAB,hab-dataset-img-metadata,,"Gebri, Regis Arabum Philosophi Perspicacissimi, Summa perfectionis Magisterii in sua natura","Gebri, Regis Arabum Philosophi Perspicacissimi, Summa perfectionis Magisterii in sua natura","Gebri, Regis Arabum Philosophi Perspicacissimi, Summa perfectionis Magisterii in sua natura. Ex Bibliothecae Vaticanae Exemplari undecunq[ue] emendatissimo edita .... Ex Bibliothecae Vaticanae Exemplari undecunq[ue] emendatissimo edita ...",,,,,,,Pseudo-Geber,Pseudo-Geber,,1682,,1682,1682,1680s,17th c.,,Tancke; [u.a.],,Tancke,Tancke,Tancke,,,Gedani; [u.a.],,Gedani,Gdańsk,Danzig/Gdańsk,,uncertain,uncertain,,"author variant in dataset: Pseudo-Geber, Pseudo-Geber (trad. Ğābir ibn Ḥayyān)",author normalisation/attribution suggested; place normalisation suggested; title contains OCR/line-break artefacts,http://diglib.hab.de/drucke/xb-3832/start.htm,xb-3832,http://diglib.hab.de/drucke/xb-3832/start.htm,536129029,ok,"91, 95, 103, 119, 139, 143",6,,,partial
wa-2f-98,HAB,hab-dataset-img-metadata,,Aufgang der Artzney-Kunst/ Das ist: Noch nie erhörte Grund-Lehren von der Natur/ zu einer neuen Beförderung der Artzney-Sachen/ so wol Die Kranckheiten zu vertreiben/ als Ein lange,Aufgang der Artzney-Kunst/ Das ist: Noch nie erhörte Grund-Lehren von der Natur/ zu einer neuen Beförderung der Artzney-Sachen/ so wol Die Kranckheiten zu vertreiben/ als Ein lange,Aufgang der Artzney-Kunst/ Das ist: Noch nie erhörte Grund-Lehren von der Natur/ zu einer neuen Beförderung der Artzney-Sachen/ so wol Die Kranckheiten zu vertreiben/ als Ein langes Leben zu erlangen,,,"Helmont, Jan Baptista van; [u.a.]",,"Helmont, Jan Baptista van",Jan Baptista van Helmont,Jan Baptista van Helmont,,,1683,,1683,1683,1680s,17th c.,,Endter; [u.a.],,Endter,Endter,Endter,,,[Nürnberg]; [u.a.],,[Nürnberg],Nuremberg,Nürnberg,,German,German,,,author normalisation/attribution suggested; place normalisation suggested,http://diglib.hab.de/drucke/wa-2f-98/start.htm,wa-2f-98,http://diglib.hab.de/drucke/wa-2f-98/start.htm,536302189,ok,10,1,,,complete
xb-6197-2s,HAB,hab-dataset-img-metadata,,"Medicina Experimentalis Digbaeana, Das ist: Außerlesene und bewährte Artzney-Mittel","Medicina Experimentalis Digbaeana, Das ist: Außerlesene und bewährte Artzney-Mittel","Medicina Experimentalis Digbaeana, Das ist: Außerlesene und bewährte Artzney-Mittel ... Theil",,,"Digby, Kenelm; [u.a.]",,"Digby, Kenelm",Kenelm Digby,Kenelm Digby,,,1687,,1687,1687,1680s,17th c.,,Bencard; [u.a.],,Bencard,Bencard,Bencard,,,Franckfurt am Mäyn; [u.a.],,Franckfurt am Mäyn,Frankfurt am Main,Frankfurt am Main,,German,German,,,title contains OCR/line-break artefacts,http://diglib.hab.de/drucke/xb-6197-2s/start.htm,xb-6197-2s,http://diglib.hab.de/drucke/xb-6197-2s/start.htm,535989512,ok,"301, 302, 304, 307, 413",5,,,complete
od-216,HAB,hab-dataset-img-metadata,,"Johannis Kunckelii, Churfürstl","Johannis Kunckelii, Churfürstl","Johannis Kunckelii, Churfürstl. Brandenb. würcklich bestallt-geheimden Cammer-Dieners/ Ars Vitraria Experimentalis, Oder vollkommene Glasmacher-Kunst/ Lehrende/ Als in einem/ aus unbetrüglicher Erfahrung/ herfliessendem Commentario, über die von dergleichen Arbeit beschriebene sieben Bücher P. Anthonii Neri, von Florenz/ und denen darüber gethanen gelehrten Anmerckungen Christophori Merretti, M.D. & Societ. Reg. Britann. Socii, (so aus den Jtalien- und Lateinischen beyde mit Fleiß ins Hochteutsche übersetzt) .... Samt einem II. Haupt-Theil. So in drey unterschiedenen Büchern/ und mehr als 200. Experimenten bestehet/ darinnen vom Glasmahlen/ vergulden und Brennen; vom Holländischen Kunst- und Barcellan-Töpfferwerck, ... gelehret werden/ mit einem Anhange von denen Perlen und fast allen natürlichen Edelsteinen; ...",,,"Kunckelius, Johannes",,"Kunckelius, Johannes",Johannes Kunckelius,Johannes Kunckelius,Johann Kunckel,,1689,,1689,1689,1680s,17th c.,,Riegel,,Riegel,Riegel,Riegel,,,Nürnberg,,Nürnberg,Nuremberg,Nürnberg,,German,German,Ars vitraria experimentalis,"author variant in dataset: Johann Kunckel, Johannes Kunckelius",place normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/od-216/start.htm,od-216,http://diglib.hab.de/drucke/od-216/start.htm,590388193,ok,"83, 87, 91, 227, 229, 341, 345, 349, 353, 355, 371, 395, 443",13,,,complete
hr-424,HAB,hab-dataset-img-metadata,,Der Heimliche und unerforschliche Natur-Kündiger/ Oder: Accurate Beschreibung Von der Wünschel-Ruthe,Der Heimliche und unerforschliche Natur-Kündiger/ Oder: Accurate Beschreibung Von der Wünschel-Ruthe,Der Heimliche und unerforschliche Natur-Kündiger/ Oder: Accurate Beschreibung Von der Wünschel-Ruthe. Darinnen enthalten Der besondere Nutz bey Entdeckung der Wasser-Quellen/ Metallen/ vergrabenen Schätze/ flüchtiger Diebe und Mörder. ... ; Aus dem Frantzösischen in das Hochteutsche übersetzet ... und mit vielen hierzu dienlichen Kupffer-Figuren erläutert. Darinnen enthalten Der besondere Nutz bey Entdeckung der Wasser-Quellen/ Metallen/ vergrabenen Schätze/ flüchtiger Diebe und Mörder. ... ; Aus dem Frantzösischen in das Hochteutsche übersetzet ... und mit vielen hierzu dienlichen Kupffer-Figuren erläutert,,,"Le Lorrain de Vallemont, Pierre",,"Le Lorrain de Vallemont, Pierre",Pierre Le Lorrain de Vallemont,Pierre Le Lorrain de Vallemont,,,1694,,1694,1694,1690s,17th c.,,Otto,,Otto,Otto,Otto,,,Nürnberg,,Nürnberg,Nuremberg,Nürnberg,,German,German,,,place normalisation suggested; short title inferred from opening segment,http://diglib.hab.de/drucke/hr-424/start.htm,hr-424,http://diglib.hab.de/drucke/hr-424/start.htm,726696951,ok,349,1,,,complete
xb-4679-2s,HAB,hab-dataset-img-metadata,,D,D,"D. Stephan Blancards Theatrum Chimicum Oder Eröffneter Schau-Platz und Thür zu den Heimligkeiten In der Scheide-Kunst. Von Denen berühmtesten Män[n]ern/ die jemals in der Scheide-Kunst ... davon geschrieben/ als Schröder, Angelus Sala, Rolfinck, Le Febure, Crollius, Charras, Beguin und andern ... ins Gesichte gestellet",,,"Blancard, Stephan",,"Blancard, Stephan",Stephan Blancard,Stephan Blancard,,,1694,,1694,1694,1690s,17th c.,,Gleditsch,,Gleditsch,Gleditsch,Gleditsch,,,Leipzig,,Leipzig,Leipzig,Leipzig,,German,German,,,short title inferred from opening segment,http://diglib.hab.de/drucke/xb-4679-2s/start.htm,xb-4679-2s,http://diglib.hab.de/drucke/xb-4679-2s/start.htm,610346857,ok,"19, 23, 25, 29, 33, 36, 37, 42, 584",9,,,complete
